Local Time,UTC Time,City,Country Code,Timezone,AQI,CO,NO2,O3,PM10,PM25,SO2,Clouds,Precipitation,Pressure,Relative Humidity,Temperature,UV Index,Wind Speed
2025-01-02 03:00:00,2025-01-01T20:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,237,376.8,21.3,54.3,121.7,121.0,78.0,6.0,0.0,1016.0,93.0,15.8,0.0,1.6
2025-01-02 04:00:00,2025-01-01T21:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,252,400.9,23.0,42.0,133.0,132.0,77.0,4.0,0.0,1016.0,95.0,15.2,0.0,1.6
2025-01-02 05:00:00,2025-01-01T22:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,158,536.0,20.3,28.7,174.0,158.0,62.0,71.0,0.0,1017.0,95.0,15.1,0.0,1.2
2025-01-02 06:00:00,2025-01-01T23:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,184,671.0,17.7,15.4,215.0,184.0,47.0,73.0,0.0,1017.0,95.0,14.9,0.0,1.2
2025-01-02 07:00:00,2025-01-02T00:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,210,806.0,15.0,2.2,256.0,210.0,32.0,80.0,0.0,1018.0,95.0,14.8,0.9,0.8
2025-01-02 08:00:00,2025-01-02T01:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,212,1109.0,15.0,2.2,258.0,212.0,32.0,62.0,0.0,1018.0,85.0,16.9,1.3,0.4
2025-01-02 09:00:00,2025-01-02T02:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,216,1411.0,15.0,7.6,262.0,216.0,32.0,10.0,0.0,1019.0,76.0,19.1,3.1,0.8
2025-01-02 10:00:00,2025-01-02T03:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,197,249.2,12.0,151.0,91.0,91.0,184.0,12.0,0.0,1019.0,68.0,21.2,4.3,0.8
2025-01-02 11:00:00,2025-01-02T04:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,206,907.0,8.0,25.9,248.0,206.0,32.0,10.0,0.0,1018.0,60.0,22.3,5.4,0.8
2025-01-02 12:00:00,2025-01-02T05:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,181,907.0,15.0,33.5,216.0,181.0,32.0,7.0,0.0,1017.0,52.0,23.5,6.0,0.4
2025-01-02 13:00:00,2025-01-02T06:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,165,200.8,7.0,203.0,68.0,67.0,167.0,87.0,0.0,1016.0,45.0,24.6,5.7,0.4
2025-01-02 14:00:00,2025-01-02T07:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,166,199.6,8.3,195.7,68.7,67.67,153.3,83.0,0.0,1016.0,45.0,24.6,4.5,0.33
2025-01-02 15:00:00,2025-01-02T08:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,167,198.4,9.7,188.3,69.3,68.33,139.7,79.0,0.0,1015.0,45.0,24.5,3.2,0.66
2025-01-02 16:00:00,2025-01-02T09:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,168,197.3,11.0,181.0,70.0,69.0,126.0,75.0,0.0,1015.0,45.0,24.5,2.3,1.0
2025-01-02 17:00:00,2025-01-02T10:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,202,702.8,12.3,122.5,100.7,94.67,94.7,79.0,0.0,1016.0,51.0,22.9,1.9,0.66
2025-01-02 18:00:00,2025-01-02T11:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,211,1411.0,15.0,15.1,124.0,101.0,32.0,83.0,0.0,1016.0,58.0,21.3,0.0,0.33
2025-01-02 19:00:00,2025-01-02T12:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,270,1714.0,15.0,5.4,162.0,146.0,32.0,87.0,0.0,1017.0,66.0,19.7,0.0,2.4
2025-01-02 20:00:00,2025-01-02T13:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,186,2218.0,8.0,1.1,212.0,186.0,32.0,87.0,0.0,1017.0,68.0,19.6,0.0,1.2
2025-01-02 21:00:00,2025-01-02T14:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,190,1982.7,15.0,2.5,215.3,190.0,32.0,87.0,0.0,1018.0,69.0,19.5,0.0,0.4
2025-01-02 22:00:00,2025-01-02T15:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,212,2117.0,15.0,1.1,242.0,212.0,32.0,87.0,0.0,1019.0,71.0,19.4,0.0,1.2
2025-01-02 23:00:00,2025-01-02T16:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,221,1210.0,15.0,2.2,246.0,221.0,32.0,91.0,0.0,1019.0,74.0,18.9,0.0,1.6
2025-01-03 00:00:00,2025-01-02T17:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,184,1210.0,8.0,3.2,216.0,184.0,32.0,95.0,0.0,1019.0,77.0,18.5,0.0,1.2
2025-01-03 01:00:00,2025-01-02T18:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,158,1210.0,15.0,5.4,192.0,158.0,32.0,100.0,0.0,1019.0,80.0,18.0,0.0,1.2
2025-01-03 02:00:00,2025-01-02T19:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,261,1210.0,15.0,3.2,174.0,139.0,32.0,79.0,0.0,1019.0,82.0,17.3,0.0,1.6
2025-01-03 03:00:00,2025-01-02T20:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,261,1142.7,15.0,3.2,174.7,138.67,32.0,58.0,0.0,1019.0,85.0,16.5,0.0,1.6
2025-01-03 04:00:00,2025-01-02T21:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,248,1109.0,15.0,2.2,166.0,129.0,32.0,37.0,0.0,1019.0,89.0,15.8,0.0,2.0
2025-01-03 05:00:00,2025-01-02T22:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,255,1142.7,15.0,2.2,169.3,134.67,32.0,33.0,0.0,1019.0,90.0,15.6,0.0,1.6
2025-01-03 06:00:00,2025-01-02T23:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,263,1176.3,15.0,2.2,172.7,140.33,32.0,29.0,0.0,1020.0,92.0,15.4,0.0,2.0
2025-01-03 07:00:00,2025-01-03T00:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,270,1210.0,15.0,2.2,176.0,146.0,32.0,25.0,0.0,1021.0,94.0,15.2,1.8,2.4
2025-01-03 08:00:00,2025-01-03T01:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,163,1411.0,8.0,2.2,196.0,163.0,32.0,5.0,0.0,1021.0,82.0,17.4,2.3,0.66
2025-01-03 09:00:00,2025-01-03T02:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,165,1008.0,15.0,6.5,194.7,165.33,32.0,2.0,0.0,1021.0,72.0,19.6,3.3,1.33
2025-01-03 10:00:00,2025-01-03T03:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,175,907.0,15.0,8.6,204.0,175.0,32.0,0.0,0.0,1022.0,63.0,21.8,4.7,2.0
2025-01-03 11:00:00,2025-01-03T04:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,168,806.0,15.0,25.9,194.0,168.0,32.0,0.0,0.0,1020.0,54.0,22.9,5.9,1.66
2025-01-03 12:00:00,2025-01-03T05:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,156,605.0,8.0,37.8,176.0,156.0,32.0,0.0,0.0,1019.0,47.0,24.1,6.4,1.33
2025-01-03 13:00:00,2025-01-03T06:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,250,605.0,15.0,44.3,140.0,131.0,32.0,0.0,0.0,1018.0,40.0,25.2,5.9,1.0
2025-01-03 14:00:00,2025-01-03T07:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,215,458.6,12.3,81.9,110.7,104.33,57.7,0.0,0.0,1017.0,39.0,25.4,4.7,0.66
2025-01-03 15:00:00,2025-01-03T08:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,203,706.0,8.0,24.9,114.0,95.0,32.0,7.0,0.0,1017.0,38.0,25.5,3.2,0.33
2025-01-03 16:00:00,2025-01-03T09:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,142,165.7,7.0,157.0,52.0,51.0,109.0,12.0,0.0,1016.0,37.0,25.7,2.2,0.8
2025-01-03 17:00:00,2025-01-03T10:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,137,806.0,15.0,19.5,62.0,49.0,32.0,26.0,0.0,1016.0,44.0,23.6,1.7,1.2
2025-01-03 18:00:00,2025-01-03T11:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,173,20.0,8.0,4.4,91.3,73.0,16.0,19.0,0.0,1016.0,52.0,21.6,0.0,2.0
2025-01-03 19:00:00,2025-01-03T12:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,187,40.0,4.0,0.5,103.8,83.0,16.0,10.0,0.0,1016.0,63.0,19.5,0.0,1.6
2025-01-03 20:00:00,2025-01-03T13:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,219,30.0,4.0,0.8,134.6,107.67,16.0,6.0,0.0,1017.0,64.0,19.2,0.0,0.66
2025-01-03 21:00:00,2025-01-03T14:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,242,40.0,8.0,1.0,156.3,125.0,19.0,10.0,0.0,1018.0,65.0,18.8,0.0,1.33
2025-01-03 22:00:00,2025-01-03T15:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,157,10.0,4.0,1.4,196.3,157.0,16.0,6.0,0.0,1018.0,66.0,18.5,0.0,2.0
2025-01-03 23:00:00,2025-01-03T16:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,267,113.3,10.7,11.9,169.8,143.67,33.0,5.0,0.0,1018.0,69.0,18.2,0.0,1.66
2025-01-04 00:00:00,2025-01-03T17:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,250,216.5,17.3,22.5,143.4,130.33,50.0,5.0,0.0,1018.0,71.0,17.8,0.0,1.33
2025-01-04 01:00:00,2025-01-03T18:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,232,319.8,24.0,33.0,117.0,117.0,67.0,5.0,0.0,1018.0,73.0,17.5,0.0,1.0
2025-01-04 02:00:00,2025-01-03T19:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,238,327.8,25.7,27.7,121.3,121.33,68.0,1.0,0.0,1017.0,77.0,16.6,0.0,0.66
2025-01-04 03:00:00,2025-01-03T20:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,243,335.8,27.3,22.3,125.7,125.67,69.0,4.0,0.0,1017.0,82.0,15.7,0.0,0.33
2025-01-04 04:00:00,2025-01-03T21:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,249,343.7,29.0,17.0,130.0,130.0,70.0,2.0,0.0,1017.0,86.0,14.8,0.0,0.8
2025-01-04 05:00:00,2025-01-03T22:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,261,341.0,28.0,17.7,139.0,138.67,65.7,3.0,0.0,1017.0,89.0,14.2,0.0,0.8
2025-01-04 06:00:00,2025-01-03T23:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,272,338.3,27.0,18.3,148.0,147.33,61.3,9.0,0.0,1018.0,92.0,13.6,0.0,0.8
2025-01-04 07:00:00,2025-01-04T00:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,156,335.6,26.0,19.0,157.0,156.0,57.0,7.0,0.0,1019.0,94.0,13.0,1.9,1.6
2025-01-04 08:00:00,2025-01-04T01:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,164,227.0,20.0,14.3,179.3,163.67,43.3,7.0,0.0,1019.0,78.0,15.7,2.2,1.2
2025-01-04 09:00:00,2025-01-04T02:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,153,10.0,8.0,1.0,191.3,153.0,16.0,7.0,0.0,1020.0,66.0,18.5,3.1,1.6
2025-01-04 10:00:00,2025-01-04T03:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,179,10.0,8.0,4.9,223.8,179.0,16.0,8.0,0.0,1020.0,55.0,21.2,4.4,2.4
2025-01-04 11:00:00,2025-01-04T04:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,172,1210.0,8.0,9.7,188.0,172.0,32.0,6.0,0.0,1019.0,54.0,21.9,5.6,0.66
2025-01-04 12:00:00,2025-01-04T05:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,165,1210.0,15.0,18.4,182.0,165.0,32.0,28.0,0.0,1018.0,52.0,22.5,5.1,1.33
2025-01-04 13:00:00,2025-01-04T06:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,151,1210.0,8.0,16.2,166.0,151.0,32.0,80.0,0.0,1017.0,51.0,23.2,2.7,2.0
2025-01-04 14:00:00,2025-01-04T07:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,234,861.5,8.7,62.5,128.7,118.33,50.0,96.0,0.0,1016.0,50.0,23.4,1.6,1.33
2025-01-04 15:00:00,2025-01-04T08:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,240,907.0,8.0,22.7,138.0,123.0,32.0,100.0,0.0,1015.0,49.0,23.6,1.0,0.66
2025-01-04 16:00:00,2025-01-04T09:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,148,164.6,10.0,155.0,54.0,53.0,86.0,98.0,0.0,1014.0,48.0,23.8,0.8,2.8
2025-01-04 17:00:00,2025-01-04T10:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,157,183.8,14.0,136.0,61.7,60.67,90.7,91.0,0.0,1015.0,52.0,22.5,0.8,2.4
2025-01-04 18:00:00,2025-01-04T11:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,167,203.1,18.0,117.0,69.3,68.33,95.3,88.0,0.0,1016.0,55.0,21.3,0.0,2.8
2025-01-04 19:00:00,2025-01-04T12:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,177,222.4,22.0,98.0,77.0,76.0,100.0,73.0,0.0,1017.0,59.0,20.0,0.0,3.6
2025-01-04 20:00:00,2025-01-04T13:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,171,218.7,20.0,97.0,72.3,71.33,104.7,46.0,0.0,1018.0,66.0,19.2,0.0,3.6
2025-01-04 21:00:00,2025-01-04T14:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,165,215.0,18.0,96.0,67.7,66.67,109.3,25.0,0.0,1019.0,73.0,18.4,0.0,2.8
2025-01-04 22:00:00,2025-01-04T15:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,159,211.3,16.0,95.0,63.0,62.0,114.0,87.0,0.0,1020.0,80.0,17.6,0.0,1.6
2025-01-04 23:00:00,2025-01-04T16:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,165,212.2,15.0,91.0,67.7,67.0,107.7,23.0,0.0,1020.0,83.0,17.3,0.0,0.33
2025-01-05 00:00:00,2025-01-04T17:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,172,213.2,14.0,87.0,72.3,72.0,101.3,28.0,0.0,1020.0,86.0,16.9,0.0,0.66
2025-01-05 01:00:00,2025-01-04T18:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,179,214.2,13.0,83.0,77.0,77.0,95.0,30.0,0.25,1020.0,89.0,16.6,0.0,1.0
2025-01-05 02:00:00,2025-01-04T19:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,185,146.1,10.0,56.7,89.3,81.67,68.7,40.0,0.25,1021.0,90.0,16.3,0.0,0.83
2025-01-05 03:00:00,2025-01-04T20:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,191,78.1,7.0,30.3,101.5,86.33,42.3,48.0,0.0,1021.0,91.0,16.0,0.0,0.66
2025-01-05 04:00:00,2025-01-04T21:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,197,10.0,4.0,4.0,113.8,91.0,16.0,63.0,0.0,1021.0,91.0,15.7,0.0,0.5
2025-01-05 05:00:00,2025-01-04T22:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,200,113.5,10.7,15.0,107.8,92.67,41.7,86.0,0.0,1021.0,92.0,15.4,0.0,0.33
2025-01-05 06:00:00,2025-01-04T23:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,202,216.9,17.3,26.0,101.9,94.33,67.3,89.0,0.0,1022.0,93.0,15.1,0.0,0.16
2025-01-05 07:00:00,2025-01-05T00:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,204,320.4,24.0,37.0,96.0,96.0,93.0,87.0,0.0,1022.0,94.0,14.8,1.6,2.0
2025-01-05 08:00:00,2025-01-05T01:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,195,297.1,18.7,67.0,89.7,89.33,112.0,14.0,0.0,1022.0,84.0,16.5,2.1,0.66
2025-01-05 09:00:00,2025-01-05T02:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,186,273.7,13.3,97.0,83.3,82.67,131.0,4.0,0.0,1022.0,75.0,18.1,3.2,1.33
2025-01-05 10:00:00,2025-01-05T03:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,177,250.4,8.0,127.0,77.0,76.0,150.0,2.0,0.0,1022.0,67.0,19.8,4.6,2.0
2025-01-05 11:00:00,2025-01-05T04:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,199,334.9,8.0,96.9,102.0,92.33,110.7,0.0,0.0,1021.0,53.0,21.2,5.9,1.33
2025-01-05 12:00:00,2025-01-05T05:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,221,419.5,8.0,66.8,127.0,108.67,71.3,0.0,0.0,1019.0,43.0,22.6,6.4,0.66
2025-01-05 13:00:00,2025-01-05T06:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,242,504.0,8.0,36.8,152.0,125.0,32.0,1.0,0.0,1018.0,34.0,24.0,5.9,1.6
2025-01-05 14:00:00,2025-01-05T07:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,228,339.3,6.7,30.5,140.1,114.33,26.0,0.0,0.0,1017.0,35.0,24.2,4.8,0.33
2025-01-05 15:00:00,2025-01-05T08:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,200,10.0,8.0,18.5,116.3,93.0,16.0,1.0,0.0,1016.0,36.0,24.3,3.4,0.66
2025-01-05 16:00:00,2025-01-05T09:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,200,10.0,4.0,18.1,116.3,93.0,14.0,2.0,0.0,1015.0,37.0,24.5,2.4,1.0
2025-01-05 17:00:00,2025-01-05T10:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,203,10.0,4.0,11.9,118.8,95.0,16.0,0.0,0.0,1016.0,45.0,22.3,2.0,0.66
2025-01-05 18:00:00,2025-01-05T11:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,189,20.0,8.0,1.4,106.3,85.0,16.0,0.0,0.0,1016.0,53.0,20.1,0.0,0.33
2025-01-05 19:00:00,2025-01-05T12:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,264,442.4,45.0,88.0,141.0,141.0,191.0,0.0,0.0,1016.0,64.0,17.9,0.0,2.0
2025-01-05 20:00:00,2025-01-05T13:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,227,2822.0,15.0,1.1,132.0,113.0,32.0,0.0,0.0,1017.0,69.0,17.1,0.0,0.66
2025-01-05 21:00:00,2025-01-05T14:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,155,30.0,8.0,1.0,193.8,155.0,16.0,0.0,0.0,1017.0,75.0,16.2,0.0,1.33
2025-01-05 22:00:00,2025-01-05T15:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,188,529.9,44.0,47.0,189.0,188.0,167.0,1.0,0.0,1017.0,81.0,15.4,0.0,2.0
2025-01-05 23:00:00,2025-01-05T16:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,166,20.0,8.0,1.8,207.5,166.0,16.0,1.0,0.0,1017.0,79.0,15.8,0.0,2.0
2025-01-06 00:00:00,2025-01-05T17:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,265,431.1,26.7,59.0,142.3,142.0,121.7,2.0,0.0,1017.0,77.0,16.2,0.0,2.0
2025-01-06 01:00:00,2025-01-05T18:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,235,381.7,18.0,65.0,119.0,119.0,99.0,1.0,0.0,1017.0,76.0,16.6,0.0,2.0
2025-01-06 02:00:00,2025-01-05T19:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,234,380.1,17.7,62.0,118.7,118.33,95.0,1.0,0.0,1017.0,76.0,16.5,0.0,2.0
2025-01-06 03:00:00,2025-01-05T20:00:00,Hoàn Kiếm,VN,Asia/Ho_Chi_Minh,233,378.6,17.3,59.0,118.3,117.67,91.0,0.0,0.0,1017.0,77.0,16.3,0.0,2.0
